unix_ts,gaze_timestamp,norm_pos_x,norm_pos_y,confidence,mapped_draw_x,mapped_draw_y,gaze_draw_dist,drawing_index,is_drawing_active
1769356192.826559,2.9175586460000003,0.4496380862067727,0.6374024002640335,1.0,,,,,False
1769356192.830488,2.921487646,0.4507373361026539,0.6375758983470776,1.0,,,,,False
1769356192.838619,2.929618646,0.4506814059089212,0.6370044284396701,1.0,,,,,False
1769356192.842622,2.933621646,0.4505500512964585,0.6369993139196326,1.0,,,,,False
1769356192.846544,2.9375436460000004,0.4505379340227912,0.6369778103298611,1.0,,,,,False
1769356192.85042,2.9414196460000004,0.4508446805617389,0.637111974645544,1.0,,,,,False
1769356192.85849,2.949489646,0.4509795132805319,0.6372457998770255,1.0,,,,,False
1769356192.86259,2.953589646,0.4523519067203297,0.6372646755642362,1.0,,,,,False
1769356192.866417,2.957416646,0.452854689429788,0.6376226919668693,1.0,,,,,False
1769356192.8746421,2.9656416460000004,0.452613353729248,0.6377704761646412,1.0,,,,,False
1769356192.8786411,2.969640646,0.4525479148415958,0.6379894680447049,1.0,,,,,False
1769356192.88503,2.976029646,0.4524356617647059,0.6378741794162326,1.0,,,,,False
1769356192.886379,2.977378646,0.4524453387540929,0.6377613774052373,1.0,,,,,False
1769356192.894385,2.985384646,0.4516800992629107,0.6375182540328415,1.0,,,,,False
1769356192.8983521,2.9893516460000003,0.4516292459824506,0.6370022809063947,1.0,,,,,False
1769356192.9025362,2.993535646,0.4513595524956198,0.6367352803548176,1.0,,,,,False
1769356192.90639,2.997389646,0.4514207278980928,0.6367356476960359,1.0,,,,,False
1769356192.914407,3.0054066460000004,0.4520466187421013,0.6365828337492766,1.0,,,,,False
1769356192.918536,3.009535646,0.4526842061211081,0.6372868573224103,1.0,,,,,False
1769356192.922357,3.013356646,0.4525113105773926,0.6371880142777054,1.0,,,,,False
1769356192.926394,3.0173936460000004,0.4525377890642951,0.6371597855179398,1.0,,,,,False
1769356192.934412,3.025411646,0.4526040133307962,0.6370256494592736,1.0,,,,,False
1769356192.938411,3.029410646,0.4525911387275247,0.6364641260217737,1.0,,,,,False
1769356192.942321,3.0333206460000004,0.4527943274554084,0.636072427255136,1.0,,,,,False
1769356192.946374,3.0373736460000003,0.4533139677608714,0.6361727396647135,1.0,,,,,False
1769356192.954569,3.045568646,0.453809850356158,0.6363033718532987,1.0,,,,,False
1769356192.958384,3.0493836460000003,0.4537527140449075,0.6359832763671875,1.0,,,,,False
1769356192.962608,3.053607646,0.4547355876249425,0.6357152020489728,1.0,,,,,False
1769356192.966397,3.0573966460000004,0.4544723454643698,0.6356681258590133,1.0,,,,,False
1769356192.974389,3.065388646,0.4541774357066435,0.6357217576768663,1.0,,,,,False
1769356192.978568,3.0695676460000003,0.4543040780460133,0.6357859576189959,1.0,,,,,False
1769356192.982407,3.073406646,0.4579367357141831,0.6357956497757523,1.0,,,,,False
1769356192.9865081,3.0775076460000004,0.4577209248262293,0.6358162208839699,1.0,,,,,False
1769356192.994648,3.0856476460000004,0.4578102055717917,0.6356741728606048,1.0,,,,,False
1769356192.998564,3.089563646,0.4576544481165269,0.6358338250054254,1.0,,,,,False
1769356193.002626,3.093625646,0.4574674157535328,0.6358505249023437,1.0,,,,,False
1769356193.006395,3.097394646,0.4574586082907284,0.635410902235243,1.0,,,,,False
1769356193.014597,3.1055966460000004,0.4574370103723862,0.6349338107638889,1.0,,,,,False
1769356193.018663,3.1096626460000003,0.4573263000039493,0.635010019938151,1.0,,,,,False
1769356193.022396,3.1133956460000003,0.4574118221507353,0.6350932368525752,1.0,,,,,False
1769356193.026406,3.1174056460000004,0.4574259589700138,0.6355604666250723,1.0,,,,,False
1769356193.0349371,3.125936646,0.4586403510149787,0.6350461324055989,1.0,,,,,False
1769356193.0385451,3.1295446460000003,0.4585617009331198,0.6352489612720631,1.0,,,,,False
1769356193.042524,3.133523646,0.4584773288053624,0.6344826309769243,1.0,,,,,False
1769356193.04642,3.137419646,0.4584876228781307,0.6346285219545718,1.0,,,,,False
1769356193.054624,3.145623646,0.4607873243444106,0.6350092004846644,1.0,,,,,False
1769356193.0601861,3.151185646,0.4605396214653464,0.6350334167480469,1.0,,,,,False
1769356193.063168,3.1541676460000003,0.4605114319745232,0.6352272598831742,1.0,,,,,False
1769356193.066545,3.1575446460000003,0.4597106260411879,0.6352400885687934,1.0,,,,,False
1769356193.075027,3.166026646,0.4592042810776654,0.6351960923936633,1.0,,,,,False
1769356193.078412,3.1694116460000004,0.4589630014756146,0.6351620426884403,1.0,,,,,False
1769356193.082521,3.173520646,0.4587552687701057,0.6352351153338397,1.0,,,,,False
1769356193.086564,3.1775636460000003,0.458741917329676,0.6356461418999566,1.0,,,,,False
1769356193.094616,3.185615646,0.4585153355317957,0.6354321797688802,1.0,,,,,False
1769356193.098396,3.1893956460000004,0.4578748029821059,0.6355691132722078,1.0,,,,,False
1769356193.1023932,3.1933926460000004,0.4577753684099983,0.635575442843967,1.0,,,,,False
1769356193.1063821,3.197381646,0.4577114161323098,0.6355884975857204,1.0,,,,,False
1769356193.114417,3.205416646,0.457552713506362,0.6370807506419994,1.0,,,,,False
1769356193.118594,3.209593646,0.4568164208356072,0.6387153908058449,1.0,,,,,False
1769356193.122414,3.213413646,0.4552530120400822,0.6390010409884983,1.0,,,,,False
1769356193.126502,3.217501646,0.4543646644143497,0.6393292744954426,1.0,,,,,False
1769356193.134857,3.225856646,0.453862050000359,0.6399459273726852,1.0,,,,,False
1769356193.1384861,3.229485646,0.4531029813429889,0.639585593894676,1.0,,,,,False
1769356193.142417,3.233416646,0.4531163047341739,0.6396862171314381,1.0,,,,,False
1769356193.146384,3.237383646,0.4524816905750948,0.640273595739294,1.0,,,,,False
1769356193.154352,3.245351646,0.4521860795862534,0.6401553401240596,1.0,,,,,False
1769356193.158382,3.249381646,0.452126194449032,0.6402239199037905,1.0,,,,,False
1769356193.162408,3.2534076460000003,0.4515370200662052,0.6402298256202981,1.0,,,,,False
1769356193.166526,3.2575256460000004,0.4509891061221852,0.6405150519476996,1.0,,,,,False
1769356193.1744041,3.265403646,0.4510712062611299,0.6408598158094618,1.0,,,,,False
1769356193.178366,3.269365646,0.4509687423706054,0.6409869158709491,1.0,,,,,False
1769356193.182353,3.273352646,0.4498519055983599,0.6409895437735098,1.0,,,,,False
1769356193.186376,3.2773756460000003,0.4470644558177274,0.6411180566858362,1.0,,,,,False
1769356193.194401,3.2854006460000003,0.4474013552946203,0.6404636524341725,1.0,,,,,False
1769356193.198347,3.2893466460000003,0.4480762201197007,0.6407170331036602,1.0,,,,,False
1769356193.202338,3.2933376460000003,0.4474121542537914,0.6408289026331018,1.0,,,,,False
1769356193.206505,3.297504646,0.4476140527164234,0.6412300109863281,1.0,,,,,False
1769356193.216187,3.3071866460000003,0.4479306725894703,0.6406073676215278,1.0,,,,,False
1769356193.219052,3.310051646,0.4478073400609633,0.6405682316532841,1.0,,,,,False
1769356193.222495,3.313494646,0.4475406478433048,0.6403396323875145,1.0,,,,,False
1769356193.226394,3.317393646,0.4475196950575885,0.6402931213378906,1.0,,,,,False
1769356193.2343981,3.3253976460000003,0.4479333092184627,0.6404149090802228,1.0,,,,,False
1769356193.238603,3.329602646,0.4472669713637408,0.6397693775318287,1.0,,,,,False
1769356193.242584,3.333583646,0.447275862974279,0.6399698328088831,1.0,,,,,False
1769356193.246377,3.337376646,0.4473977088928222,0.640202162000868,1.0,,,,,False
1769356193.254546,3.345545646,0.4470224100000718,0.6400862517180266,1.0,,,,,False
1769356193.2583861,3.349385646,0.447094019721536,0.6401296262387877,1.0,,,,,False
1769356193.262406,3.353405646,0.447052142199348,0.64007893315068,1.0,,,,,False
1769356193.266387,3.357386646,0.4471680136287914,0.6401533056188513,1.0,,,,,False
1769356193.27554,3.366539646,0.447398494271671,0.6397333498354312,1.0,,,,,False
1769356193.278486,3.369485646,0.4479015855228199,0.6397648846661603,1.0,,,,,False
1769356193.282517,3.373516646,0.4483771885142606,0.6400309527361834,1.0,,,,,False
1769356193.286473,3.377472646,0.4484973234288832,0.6395206027560764,1.0,,,,,False
1769356193.2944021,3.385401646,0.448452444637523,0.6388562237774884,1.0,,,,,False
1769356193.2983902,3.389389646,0.448515162748449,0.6387356793438947,1.0,,,,,False
1769356193.302388,3.3933876460000003,0.4483483538908117,0.6386585942021124,1.0,,,,,False
