world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans,num_definition_markers
347,16.103475741,"[[ 1.30997300e-03 -1.21647762e-04 -2.62159093e-01]
 [-6.38472496e-04 -2.74914234e-03  2.70110273e+00]
 [-1.81627295e-04  4.17218259e-04  6.69511408e-01]]","[[ 8.06619987e+02  7.59261120e+00  2.85214471e+02]
 [ 1.71595161e+01 -2.25450709e+02  9.16286180e+02]
 [ 2.08129303e-01  1.42553475e-01  1.00000000e+00]]",4,"[[ 1.44318777e-03 -2.03483552e-04 -2.64808739e-01]
 [-7.12351205e-04 -3.18108733e-03  3.03517981e+00]
 [-2.33239309e-04  3.01150389e-04  8.05356383e-01]]","[[ 7.33965104e+02 -1.77643674e+01  3.08283920e+02]
 [ 2.83426254e+01 -2.32379572e+02  8.85097797e+02]
 [ 2.01965396e-01  8.17499571e-02  1.00000000e+00]]",6
348,16.131215741000002,"[[ 1.31279658e-03 -1.20777367e-04 -2.63986065e-01]
 [-6.35149437e-04 -2.75548421e-03  2.70233400e+00]
 [-1.82253061e-04  4.16739040e-04  6.70691755e-01]]","[[ 8.05134422e+02  7.85276528e+00  2.85262898e+02]
 [ 1.80068539e+01 -2.25323933e+02  9.14956951e+02]
 [ 2.07597682e-01  1.42140513e-01  1.00000000e+00]]",4,"[[ 1.44500334e-03 -2.01663177e-04 -2.67050084e-01]
 [-7.08614691e-04 -3.18424856e-03  3.03342321e+00]
 [-2.34468693e-04  3.02252442e-04  8.05053565e-01]]","[[ 7.33608607e+02 -1.72071072e+01  3.08186548e+02]
 [ 2.96723234e+01 -2.32009929e+02  8.84050865e+02]
 [ 2.02520337e-01  8.20952077e-02  1.00000000e+00]]",6
349,16.176988741000002,"[[ 1.31165149e-03 -1.18931740e-04 -2.64663606e-01]
 [-6.34751166e-04 -2.75213509e-03  2.70034216e+00]
 [-1.86020887e-04  4.18454885e-04  6.69882709e-01]]","[[ 8.06868237e+02  8.43328202e+00  2.84790020e+02]
 [ 2.09238046e+01 -2.25059563e+02  9.15496978e+02]
 [ 2.10990185e-01  1.42929559e-01  1.00000000e+00]]",4,"[[ 1.44456900e-03 -2.00040229e-04 -2.67755154e-01]
 [-7.07766218e-04 -3.18245855e-03  3.03258995e+00]
 [-2.38082354e-04  3.03733359e-04  8.04652322e-01]]","[[ 7.34748320e+02 -1.68050158e+01  3.07829065e+02]
 [ 3.21808068e+01 -2.31833690e+02  8.84447950e+02]
 [ 2.05251660e-01  8.25383161e-02  1.00000000e+00]]",6
350,16.211004741,"[[ 1.30841088e-03 -1.12466158e-04 -2.69220050e-01]
 [-6.27975943e-04 -2.74298484e-03  2.69269125e+00]
 [-1.86246407e-04  4.30401627e-04  6.58522381e-01]]","[[ 8.10272717e+02  1.14251626e+01  2.84541925e+02]
 [ 2.40377102e+01 -2.21740525e+02  9.16521931e+02]
 [ 2.13454420e-01  1.48158029e-01  1.00000000e+00]]",4,"[[ 1.44168627e-03 -1.93707633e-04 -2.72163535e-01]
 [-7.00625471e-04 -3.17694929e-03  3.02799201e+00]
 [-2.38527379e-04  3.15021938e-04  7.94527933e-01]]","[[ 7.37520541e+02 -1.44551243e+01  3.07725114e+02]
 [ 3.51137999e+01 -2.29128265e+02  8.85249243e+02]
 [ 2.07490785e-01  8.65073264e-02  1.00000000e+00]]",6
351,16.249367741,"[[ 1.48726933e-03 -1.50676292e-04 -3.44528959e-01]
 [-6.27498420e-04 -2.79327505e-03  2.73799970e+00]
 [-1.80134298e-04  4.31525040e-04  6.66673799e-01]]","[[ 7.16354276e+02  1.13490363e+01  3.23593241e+02]
 [ 1.76212367e+01 -2.18753488e+02  9.07517308e+02]
 [ 1.82152006e-01  1.44661390e-01  1.00000000e+00]]",2,"[[ 1.62902948e-03 -2.35411825e-04 -3.48920868e-01]
 [-7.22052719e-04 -3.24041291e-03  3.09663329e+00]
 [-2.22958920e-04  3.08293855e-04  8.04926658e-01]]","[[ 6.53910581e+02 -1.50345909e+01  3.41297756e+02]
 [ 2.00455837e+01 -2.26375547e+02  8.79578743e+02]
 [ 1.73450916e-01  8.25393138e-02  1.00000000e+00]]",6
352,16.297142741000002,"[[ 1.32439580e-03 -1.29814069e-04 -2.71751000e-01]
 [-6.23387021e-04 -2.78654097e-03  2.73228272e+00]
 [-2.09311889e-04  3.90755451e-04  7.04338607e-01]]","[[ 8.03499142e+02  3.91236518e+00  2.94832635e+02]
 [ 3.52186040e+01 -2.32258743e+02  9.14570397e+02]
 [ 2.19241228e-01  1.30015980e-01  1.00000000e+00]]",4,"[[ 1.47784101e-03 -2.21884881e-04 -2.73877067e-01]
 [-6.94558936e-04 -3.26187055e-03  3.10016330e+00]
 [-2.35110191e-04  2.49504662e-04  8.54483391e-01]]","[[ 7.15774548e+02 -2.43763135e+01  3.17858473e+02]
 [ 2.72162328e+01 -2.40901802e+02  8.82742527e+02]
 [ 1.88997605e-01  6.36349443e-02  1.00000000e+00]]",6
353,16.332425741,"[[ 1.37431964e-03 -7.91996700e-05 -3.32270264e-01]
 [-5.99202838e-04 -2.83493367e-03  2.75909132e+00]
 [-9.91292422e-05  4.41863121e-04  6.26612299e-01]]","[[ 7.59603945e+02  2.46453577e+01  2.94272887e+02]
 [-2.58551138e+01 -2.10020270e+02  9.11048536e+02]
 [ 1.38400387e-01  1.51997156e-01  1.00000000e+00]]",2,"[[ 1.49704457e-03 -1.49172098e-04 -3.41024976e-01]
 [-6.76456221e-04 -3.26689274e-03  3.09336471e+00]
 [-1.50979407e-04  3.79436544e-04  7.13171805e-01]]","[[ 7.01898532e+02  4.61015277e+00  3.15637893e+02]
 [-3.08421275e+00 -2.03574759e+02  8.81525572e+02]
 [ 1.50233768e-01  1.09286066e-01  1.00000000e+00]]",6
354,16.367073741000002,"[[ 1.32249157e-03 -9.34156088e-05 -3.04768533e-01]
 [-5.70561793e-04 -2.77526249e-03  2.68541780e+00]
 [-1.87582916e-04  4.35850897e-04  6.59897437e-01]]","[[ 8.06172011e+02  1.91185064e+01  2.94522562e+02]
 [ 3.41678969e+01 -2.19021391e+02  9.07076173e+02]
 [ 2.06595723e-01  1.50094499e-01  1.00000000e+00]]",4,"[[ 1.44170719e-03 -1.67087385e-04 -3.08346193e-01]
 [-6.45090192e-04 -3.19365650e-03  3.00858814e+00]
 [-2.50633301e-04  3.20827159e-04  7.97337135e-01]]","[[ 7.45241986e+02 -7.27894460e+00  3.15665563e+02]
 [ 5.08685744e+01 -2.27551188e+02  8.78289629e+02]
 [ 2.13789664e-01  8.92724697e-02  1.00000000e+00]]",6
355,16.404658741000002,"[[ 1.32222670e-03 -8.88341574e-05 -3.08587477e-01]
 [-5.63132903e-04 -2.77750682e-03  2.67638774e+00]
 [-1.93109828e-04  4.31535217e-04  6.66705596e-01]]","[[ 8.07715102e+02  1.98629293e+01  2.94117623e+02]
 [ 3.79831271e+01 -2.20803343e+02  9.03961930e+02]
 [ 2.09367775e-01  1.48671536e-01  1.00000000e+00]]",4,"[[ 1.44000886e-03 -1.60750601e-04 -3.12971340e-01]
 [-6.36968617e-04 -3.19003691e-03  2.99423203e+00]
 [-2.56202335e-04  3.17489011e-04  8.02702194e-01]]","[[ 7.47706492e+02 -6.31802134e+00  3.15096092e+02]
 [ 5.44780818e+01 -2.29066699e+02  8.75703254e+02]
 [ 2.17101633e-01  8.85851171e-02  1.00000000e+00]]",6
356,16.443429741000003,"[[ 1.32090463e-03 -8.63631195e-05 -3.08562082e-01]
 [-5.59710241e-04 -2.77576404e-03  2.66971594e+00]
 [-1.93821061e-04  4.30390056e-04  6.68165268e-01]]","[[ 8.08560760e+02  2.02153668e+01  2.92625065e+02]
 [ 3.86201137e+01 -2.21482702e+02  9.02789522e+02]
 [ 2.09670270e-01  1.48529295e-01  1.00000000e+00]]",4,"[[ 1.43925516e-03 -1.57843699e-04 -3.13475035e-01]
 [-6.32444083e-04 -3.18663508e-03  2.98552932e+00]
 [-2.55525053e-04  3.16914041e-04  8.02982932e-01]]","[[ 7.47932981e+02 -5.84719126e+00  3.13724325e+02]
 [ 5.44226202e+01 -2.29523857e+02  8.74626733e+02]
 [ 2.16528042e-01  8.87257082e-02  1.00000000e+00]]",6
357,16.486362741,"[[ 1.31938856e-03 -8.68921162e-05 -3.07048604e-01]
 [-5.60641327e-04 -2.77192153e-03  2.66690631e+00]
 [-1.96542188e-04  4.30500746e-04  6.68678453e-01]]","[[ 8.09947192e+02  1.99899162e+01  2.92191142e+02]
 [ 4.02786191e+01 -2.21777729e+02  9.03016861e+02]
 [ 2.12133076e-01  1.48657907e-01  1.00000000e+00]]",4,"[[ 1.43812573e-03 -1.58486046e-04 -3.12013059e-01]
 [-6.33118664e-04 -3.18270232e-03  2.98256929e+00]
 [-2.58080505e-04  3.17314109e-04  8.03291629e-01]]","[[ 7.48920253e+02 -6.05121764e+00  3.13362004e+02]
 [ 5.58345127e+01 -2.29763240e+02  8.74783025e+02]
 [ 2.18556539e-01  8.88163324e-02  1.00000000e+00]]",6
358,16.524348741,"[[ 1.32030793e-03 -8.74889352e-05 -3.06946441e-01]
 [-5.60476154e-04 -2.77206836e-03  2.66870691e+00]
 [-1.95175505e-04  4.29930154e-04  6.68575065e-01]]","[[ 8.09026082e+02  1.98091744e+01  2.92357293e+02]
 [ 3.94028245e+01 -2.21842074e+02  9.03602397e+02]
 [ 2.10838871e-01  1.48439372e-01  1.00000000e+00]]",4,"[[ 1.43927263e-03 -1.59409924e-04 -3.11753508e-01]
 [-6.33038778e-04 -3.18411158e-03  2.98546735e+00]
 [-2.56822327e-04  3.16247302e-04  8.03722230e-01]]","[[ 7.47971540e+02 -6.30484119e+00  3.13548188e+02]
 [ 5.50732073e+01 -2.29883675e+02  8.75276862e+02]
 [ 2.17337572e-01  8.84395941e-02  1.00000000e+00]]",6
359,16.569433741,"[[ 1.32011489e-03 -8.60839738e-05 -3.07986984e-01]
 [-5.58475526e-04 -2.77358653e-03  2.66865455e+00]
 [-1.95031547e-04  4.30091443e-04  6.68475563e-01]]","[[ 8.09224181e+02  2.01959710e+01  2.92208805e+02]
 [ 3.96666518e+01 -2.21698614e+02  9.03329697e+02]
 [ 2.10574573e-01  1.48531276e-01  1.00000000e+00]]",4,"[[ 1.43894824e-03 -1.57847837e-04 -3.12848015e-01]
 [-6.30829923e-04 -3.18579748e-03  2.98540808e+00]
 [-2.56679255e-04  3.16222357e-04  8.03736602e-01]]","[[ 7.48241848e+02 -5.96496644e+00  3.13403465e+02]
 [ 5.53552089e+01 -2.29779243e+02  8.75041121e+02]
 [ 2.17177624e-01  8.84994546e-02  1.00000000e+00]]",6
360,16.609716741,"[[ 1.31942073e-03 -8.38677077e-05 -3.09307086e-01]
 [-5.55137053e-04 -2.77300519e-03  2.66466117e+00]
 [-1.95245980e-04  4.31396688e-04  6.67630090e-01]]","[[ 8.09881155e+02  2.09000778e+01  2.91793849e+02]
 [ 4.03847003e+01 -2.21436832e+02  9.02513851e+02]
 [ 2.10751756e-01  1.49196050e-01  1.00000000e+00]]",4,"[[ 1.43794875e-03 -1.55194829e-04 -3.14371872e-01]
 [-6.27179959e-04 -3.18396853e-03  2.98018387e+00]
 [-2.56810597e-04  3.17873909e-04  8.02448515e-01]]","[[ 7.49038547e+02 -5.26234491e+00  3.12991302e+02]
 [ 5.60476776e+01 -2.29514625e+02  8.74343441e+02]
 [ 2.17515440e-01  8.92334943e-02  1.00000000e+00]]",6
361,16.656973741,"[[ 1.31879687e-03 -8.51826427e-05 -3.07332881e-01]
 [-5.56820452e-04 -2.77635262e-03  2.66436885e+00]
 [-1.96041955e-04  4.28817351e-04  6.70625408e-01]]","[[ 8.10062056e+02  2.01311706e+01  2.91253268e+02]
 [ 4.01496604e+01 -2.22215146e+02  9.01251901e+02]
 [ 2.11130202e-01  1.47975700e-01  1.00000000e+00]]",4,"[[ 1.43714047e-03 -1.56065198e-04 -3.12708744e-01]
 [-6.28617838e-04 -3.18453656e-03  2.97735231e+00]
 [-2.56916647e-04  3.16409646e-04  8.03955863e-01]]","[[ 7.49195895e+02 -5.67422248e+00  3.12422955e+02]
 [ 5.55219831e+01 -2.29972004e+02  8.73269190e+02]
 [ 2.17565683e-01  8.86958616e-02  1.00000000e+00]]",6
362,16.689811741,"[[ 1.33474057e-03 -1.18185075e-04 -2.89747134e-01]
 [-5.76227106e-04 -2.82286317e-03  2.70792954e+00]
 [-2.16207684e-04  3.78305932e-04  7.24145893e-01]]","[[ 7.99968043e+02  6.26446901e+00  2.96659429e+02]
 [ 4.38496982e+01 -2.35643099e+02  8.98728057e+02]
 [ 2.15938030e-01  1.24974276e-01  1.00000000e+00]]",3,"[[ 1.45149047e-03 -1.89248246e-04 -2.94921795e-01]
 [-6.50140743e-04 -3.22232397e-03  3.01461653e+00]
 [-2.78898253e-04  2.66343465e-04  8.56213402e-01]]","[[ 7.42034200e+02 -1.73922355e+01  3.16828700e+02]
 [ 5.91874179e+01 -2.41766984e+02  8.71617290e+02]
 [ 2.23294636e-01  6.95415325e-02  1.00000000e+00]]",6
363,16.729503741000002,"[[ 1.33218559e-03 -1.16730652e-04 -2.88429109e-01]
 [-5.76461726e-04 -2.82067447e-03  2.70010689e+00]
 [-2.14534742e-04  3.80863590e-04  7.21695565e-01]]","[[ 8.01066301e+02  6.69502476e+00  2.95101657e+02]
 [ 4.26768328e+01 -2.35180525e+02  8.96945788e+02]
 [ 2.15606840e-01  1.26103054e-01  1.00000000e+00]]",3,"[[ 1.44883849e-03 -1.86873267e-04 -2.94248941e-01]
 [-6.49829719e-04 -3.21600939e-03  3.00300944e+00]
 [-2.75748948e-04  2.70976465e-04  8.51182770e-01]]","[[ 7.42777777e+02 -1.65928036e+01  3.15314090e+02]
 [ 5.75105168e+01 -2.40976417e+02  8.70056221e+02]
 [ 2.22321458e-01  7.13401299e-02  1.00000000e+00]]",6
364,16.778151741000002,"[[ 1.33658358e-03 -1.22142992e-04 -2.85378781e-01]
 [-5.78064580e-04 -2.83445721e-03  2.70557478e+00]
 [-2.14373211e-04  3.70913696e-04  7.31576755e-01]]","[[ 7.97377970e+02  4.27403891e+00  2.95240410e+02]
 [ 4.07100941e+01 -2.37526102e+02  8.94318228e+02]
 [ 2.13014620e-01  1.21679541e-01  1.00000000e+00]]",3,"[[ 1.45282670e-03 -1.91479161e-04 -2.91775088e-01]
 [-6.51029180e-04 -3.22509571e-03  3.00412098e+00]
 [-2.74424146e-04  2.62527867e-04  8.58666738e-01]]","[[ 7.39672936e+02 -1.82566959e+01  3.15213630e+02]
 [ 5.51719755e+01 -2.42699399e+02  8.67852606e+02]
 [ 2.19526301e-01  6.83679416e-02  1.00000000e+00]]",6
365,16.810197741,"[[ 1.32320541e-03 -9.59472066e-05 -2.95783071e-01]
 [-5.66425362e-04 -2.79507964e-03  2.66171162e+00]
 [-1.96469462e-04  4.09230701e-04  6.90860811e-01]]","[[ 8.04800654e+02  1.45910204e+01  2.88349428e+02]
 [ 3.50734292e+01 -2.28105898e+02  8.93850449e+02]
 [ 2.08096371e-01  1.39267744e-01  1.00000000e+00]]",4,"[[ 1.44167883e-03 -1.64983974e-04 -3.02953586e-01]
 [-6.37125948e-04 -3.18776138e-03  2.96067076e+00]
 [-2.53187481e-04  3.02107213e-04  8.16416871e-01]]","[[ 7.43905225e+02 -9.18372095e+00  3.09350209e+02]
 [ 4.88091960e+01 -2.34065828e+02  8.66933057e+02]
 [ 2.12638771e-01  8.37657502e-02  1.00000000e+00]]",6
366,16.848856741000002,"[[ 1.32935046e-03 -1.22856699e-04 -2.80067651e-01]
 [-5.86057895e-04 -2.82016094e-03  2.69112535e+00]
 [-2.23207670e-04  3.70078904e-04  7.34858799e-01]]","[[ 8.03025946e+02  3.49773910e+00  2.93238288e+02]
 [ 4.44937857e+01 -2.39302698e+02  8.93307433e+02]
 [ 2.21505599e-01  1.21576557e-01  1.00000000e+00]]",3,"[[ 1.44666016e-03 -1.91513459e-04 -2.87329592e-01]
 [-6.58033349e-04 -3.20663243e-03  2.98580407e+00]
 [-2.80926902e-04  2.64179601e-04  8.59035726e-01]]","[[ 7.43641695e+02 -1.85963473e+01  3.13369172e+02]
 [ 5.74024282e+01 -2.43868061e+02  8.66827355e+02]
 [ 2.25537077e-01  6.89153560e-02  1.00000000e+00]]",6
367,16.889415741,"[[ 1.33483893e-03 -1.22850849e-04 -2.83233570e-01]
 [-5.76997242e-04 -2.82690399e-03  2.69323976e+00]
 [-2.14803957e-04  3.70843768e-04  7.32195275e-01]]","[[ 7.98215576e+02  3.92383853e+00  2.94338979e+02]
 [ 4.05904926e+01 -2.38408052e+02  8.92639786e+02]
 [ 2.13613961e-01  1.21900536e-01  1.00000000e+00]]",3,"[[ 1.45116975e-03 -1.91473682e-04 -2.90235980e-01]
 [-6.49400225e-04 -3.21305026e-03  2.98778412e+00]
 [-2.73528173e-04  2.64287233e-04  8.57004728e-01]]","[[ 7.40174308e+02 -1.82552208e+01  3.14313172e+02]
 [ 5.44605683e+01 -2.43214056e+02  8.66363377e+02]
 [ 2.19444873e-01  6.91770428e-02  1.00000000e+00]]",6
368,16.929336741,"[[ 1.31992735e-03 -8.91777087e-05 -3.02853857e-01]
 [-5.51619738e-04 -2.78513589e-03  2.64626028e+00]
 [-1.95042679e-04  4.20453367e-04  6.81157915e-01]]","[[ 8.07905534e+02  1.78752274e+01  2.89763649e+02]
 [ 3.76858068e+01 -2.25483565e+02  8.92746719e+02]
 [ 2.08073535e-01  1.44300983e-01  1.00000000e+00]]",4,"[[ 1.43608750e-03 -1.56888270e-04 -3.10059183e-01]
 [-6.22606982e-04 -3.17538986e-03  2.94357978e+00]
 [-2.53145561e-04  3.13720854e-04  8.06890697e-01]]","[[ 7.48345112e+02 -6.29471937e+00  3.10525680e+02]
 [ 5.21227759e+01 -2.31927412e+02  8.66112333e+02]
 [ 2.14512625e-01  8.81990406e-02  1.00000000e+00]]",6
369,16.969860741,"[[ 1.32289327e-03 -8.35924178e-05 -3.11540000e-01]
 [-5.36066417e-04 -2.79341207e-03  2.64198477e+00]
 [-1.94666294e-04  4.21328973e-04  6.81887112e-01]]","[[ 8.06892344e+02  1.98546316e+01  2.91725130e+02]
 [ 3.97756049e+01 -2.24966093e+02  8.89808113e+02]
 [ 2.05776183e-01  1.44671689e-01  1.00000000e+00]]",4,"[[ 1.43576699e-03 -1.49398332e-04 -3.18951243e-01]
 [-6.07309006e-04 -3.17904654e-03  2.93558380e+00]
 [-2.54862993e-04  3.14937929e-04  8.07479130e-01]]","[[ 7.50046109e+02 -4.33635950e+00  3.12030214e+02]
 [ 5.53763122e+01 -2.31587457e+02  8.63807751e+02]
 [ 2.15137320e-01  8.89564744e-02  1.00000000e+00]]",6
370,17.025314741000003,"[[ 1.32353493e-03 -7.75325668e-05 -3.18494213e-01]
 [-5.20338661e-04 -2.79884894e-03  2.63245635e+00]
 [-1.96807121e-04  4.19920697e-04  6.85458590e-01]]","[[ 8.07515634e+02  2.15228379e+01  2.92550314e+02]
 [ 4.31048668e+01 -2.25530084e+02  8.86161120e+02]
 [ 2.05445235e-01  1.44342195e-01  1.00000000e+00]]",4,"[[ 1.43362332e-03 -1.41211407e-04 -3.26454287e-01]
 [-5.91229574e-04 -3.17850748e-03  2.92088588e+00]
 [-2.58147654e-04  3.14410279e-04  8.10021142e-01]]","[[ 7.52760978e+02 -2.53080962e+00  3.12503268e+02]
 [ 5.92877854e+01 -2.32096754e+02  8.60820595e+02]
 [ 2.16886674e-01  8.92819690e-02  1.00000000e+00]]",6
371,17.052494741,"[[ 1.35541065e-03 -7.46421115e-05 -3.32979846e-01]
 [-5.00216157e-04 -2.77223570e-03  2.59772435e+00]
 [-1.35814714e-04  4.47161330e-04  6.44712980e-01]]","[[ 7.77077970e+02  2.65551576e+01  2.94345436e+02]
 [ 7.98801034e+00 -2.18355453e+02  8.83939273e+02]
 [ 1.58158275e-01  1.57041504e-01  1.00000000e+00]]",3,"[[ 1.46358998e-03 -1.37646390e-04 -3.41169702e-01]
 [-5.71560971e-04 -3.12857290e-03  2.86723257e+00]
 [-1.96257412e-04  3.58876938e-04  7.53287471e-01]]","[[ 7.26915786e+02  4.02579682e+00  3.13902401e+02]
 [ 2.83762719e+01 -2.22333860e+02  8.59119572e+02]
 [ 1.75867815e-01  1.06971894e-01  1.00000000e+00]]",6
372,17.088841741,"[[ 1.32927813e-03 -6.91798391e-05 -3.33268082e-01]
 [-4.94346320e-04 -2.80695642e-03  2.62083394e+00]
 [-1.99721930e-04  4.18004126e-04  6.90781528e-01]]","[[ 8.05888683e+02  2.43051684e+01  2.96587498e+02]
 [ 4.83219631e+01 -2.26184276e+02  8.81459002e+02]
 [ 2.03761765e-01  1.43895330e-01  1.00000000e+00]]",4,"[[ 1.43363152e-03 -1.29661062e-04 -3.41473754e-01]
 [-5.66216451e-04 -3.17743219e-03  2.90232885e+00]
 [-2.65248512e-04  3.13193922e-04  8.15284716e-01]]","[[ 7.56047354e+02  2.67208247e-01  3.15711550e+02]
 [ 6.65871436e+01 -2.32947995e+02  8.57160002e+02]
 [ 2.20396315e-01  8.95745636e-02  1.00000000e+00]]",6
373,17.127231741000003,"[[ 1.33490959e-03 -6.51259344e-05 -3.42701214e-01]
 [-4.80200164e-04 -2.81539987e-03  2.61959280e+00]
 [-1.97339879e-04  4.18469047e-04  6.91147992e-01]]","[[ 8.02748133e+02  2.59654764e+01  2.99622928e+02]
 [ 4.88341336e+01 -2.25616551e+02  8.79347140e+02]
 [ 1.99636905e-01  1.44017733e-01  1.00000000e+00]]",4,"[[ 1.43604377e-03 -1.24231374e-04 -3.50715749e-01]
 [-5.53167282e-04 -3.18251657e-03  2.89893800e+00]
 [-2.65619167e-04  3.13183605e-04  8.16576762e-01]]","[[ 7.55918051e+02  1.80945313e+00  3.18239368e+02]
 [ 6.86167528e+01 -2.32699697e+02  8.55580273e+02]
 [ 2.19571128e-01  8.98364473e-02  1.00000000e+00]]",6
374,17.173111741,"[[ 1.33678652e-03 -5.85628233e-05 -3.50690778e-01]
 [-4.69641741e-04 -2.82092614e-03  2.61643840e+00]
 [-1.98010873e-04  4.20248145e-04  6.90816689e-01]]","[[ 8.02504308e+02  2.81483606e+01  3.00777923e+02]
 [ 5.09801078e+01 -2.24835709e+02  8.77435426e+02]
 [ 1.99011236e-01  1.44843738e-01  1.00000000e+00]]",4,"[[ 1.43584410e-03 -1.16442989e-04 -3.58781313e-01]
 [-5.42888142e-04 -3.18569634e-03  2.89399531e+00]
 [-2.67849273e-04  3.14758242e-04  8.16661393e-01]]","[[ 7.57441701e+02  3.84589714e+00  3.19135840e+02]
 [ 7.15487706e+01 -2.32135259e+02  8.54048834e+02]
 [ 2.20849969e-01  9.07311246e-02  1.00000000e+00]]",6
375,17.211849741,"[[ 1.34585833e-03 -7.85111274e-05 -3.42140000e-01]
 [-4.78158245e-04 -2.85164235e-03  2.64267325e+00]
 [-2.20931349e-04  3.81339793e-04  7.33574341e-01]]","[[ 7.99816861e+02  1.88050157e+01  3.05291252e+02]
 [ 6.01439592e+01 -2.35249663e+02  8.75529051e+02]
 [ 2.09616564e-01  1.27955232e-01  1.00000000e+00]]",3,"[[ 1.44278986e-03 -1.36333881e-04 -3.49796280e-01]
 [-5.53998220e-04 -3.20971691e-03  2.91633746e+00]
 [-2.94339105e-04  2.75077134e-04  8.60483908e-01]]","[[ 7.57281605e+02 -4.48151733e+00  3.23032078e+02]
 [ 8.10979652e+01 -2.41908977e+02  8.52841026e+02]
 [ 2.33112313e-01  7.57998397e-02  1.00000000e+00]]",6
376,17.249267741,"[[ 1.34695857e-03 -7.53936812e-05 -3.44826026e-01]
 [-4.69821273e-04 -2.85498401e-03  2.63800872e+00]
 [-2.18575531e-04  3.80571214e-04  7.34094531e-01]]","[[ 7.98712935e+02  1.95530588e+01  3.04914229e+02]
 [ 5.97044357e+01 -2.35360015e+02  8.73823994e+02]
 [ 2.06863432e-01  1.27837850e-01  1.00000000e+00]]",4,"[[ 1.46489778e-03 -1.41619684e-04 -3.54125151e-01]
 [-5.36523050e-04 -3.25120151e-03  2.93628056e+00]
 [-2.65037049e-04  2.58090218e-04  8.66545083e-01]]","[[ 7.38869419e+02 -6.47361118e+00  3.23884572e+02]
 [ 6.47496863e+01 -2.42948184e+02  8.49688649e+02]
 [ 2.06701894e-01  7.03792613e-02  1.00000000e+00]]",6
377,17.291242741,"[[ 1.33504562e-03 -5.30199825e-05 -3.58085077e-01]
 [-4.49460352e-04 -2.82146925e-03  2.59867350e+00]
 [-2.08469054e-04  4.18483667e-04  6.97894439e-01]]","[[ 8.06356128e+02  2.97709580e+01  3.02881188e+02]
 [ 6.01661710e+01 -2.26103153e+02  8.72786550e+02]
 [ 2.04789910e-01  1.44472852e-01  1.00000000e+00]]",5,"[[ 1.44166403e-03 -1.09707412e-04 -3.69203910e-01]
 [-5.20214245e-04 -3.19376642e-03  2.88137260e+00]
 [-2.59801405e-04  3.07487545e-04  8.21992384e-01]]","[[ 7.53256679e+02  5.00855934e+00  3.20774001e+02]
 [ 6.88573916e+01 -2.33645457e+02  8.49937359e+02]
 [ 2.12318698e-01  8.89841560e-02  1.00000000e+00]]",6
378,17.330108741,"[[ 1.45748777e-03  7.66495784e-04 -1.07118827e+00]
 [-5.82403570e-05 -1.38408843e-03  1.34168960e+00]
 [ 1.42999851e-04  1.20339038e-03 -1.87794254e-01]]","[[ 6.86716769e+02  5.80495062e+02  2.30258606e+02]
 [-9.17162796e+01  6.10995401e+01  9.59678030e+02]
 [-6.48054599e-02  8.33557483e-01  1.00000000e+00]]",1,"[[ 1.71587402e-03  8.42109109e-04 -1.24769809e+00]
 [-8.05844440e-05 -1.73113118e-03  1.60363320e+00]
 [ 1.84614255e-04  1.23987489e-03 -1.83948746e-01]]","[[ 5.75311247e+02  4.79608754e+02  2.78891711e+02]
 [-9.68909765e+01  2.93845941e+01  9.13367445e+02]
 [-7.56842986e-02  6.79405734e-01  1.00000000e+00]]",6
379,17.373891741,"[[ 1.51922028e-03 -4.85134222e-05 -4.33563658e-01]
 [-4.07594638e-04 -2.92713181e-03  2.67254202e+00]
 [ 1.47818803e-05 -9.22010217e-05  1.07553240e+00]]","[[ 6.49650372e+02 -2.06309161e+01  3.13148895e+02]
 [-1.06987940e+02 -3.67243788e+02  8.69419067e+02]
 [-1.81002929e-02 -3.11987708e-02  1.00000000e+00]]",1,"[[ 1.61871386e-03 -1.05318345e-04 -4.44121123e-01]
 [-4.94626435e-04 -3.27518399e-03  2.94040329e+00]
 [-3.71470877e-05 -2.67860216e-04  1.23939084e+00]]","[[ 6.11096783e+02 -4.66021543e+01  3.29541016e+02]
 [-9.41050184e+01 -3.71654959e+02  8.48014526e+02]
 [-2.02238445e-03 -8.17197516e-02  1.00000000e+00]]",6
380,17.404997741000003,"[[ 1.36126556e-03 -3.33556247e-05 -4.00210481e-01]
 [-4.02632423e-04 -2.88725401e-03  2.62725551e+00]
 [-1.77518608e-04  4.29673960e-04  6.83863036e-01]]","[[ 7.86903317e+02  3.78191727e+01  3.15218566e+02]
 [ 4.84415425e+01 -2.18034739e+02  8.65991799e+02]
 [ 1.73830001e-01  1.46809304e-01  1.00000000e+00]]",2,"[[ 1.43857466e-03 -6.84834993e-05 -4.18234962e-01]
 [-4.80063583e-04 -3.21609062e-03  2.87756163e+00]
 [-2.63962625e-04  3.86241501e-04  7.60860446e-01]]","[[ 7.63699578e+02  2.34862505e+01  3.30970984e+02]
 [ 8.46250596e+01 -2.11216653e+02  8.45335169e+02]
 [ 2.21988718e-01  1.15369553e-01  1.00000000e+00]]",6
