world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans,num_definition_markers
576,25.255679741,"[[ 1.32721359e-03  7.54709572e-05 -4.64553319e-01]
 [-1.14772242e-04 -2.86533141e-03  2.32340407e+00]
 [-2.79715336e-04  3.73120053e-04  7.87204539e-01]]","[[ 8.22959692e+02  6.13416505e+01  3.04605988e+02]
 [ 1.47471381e+02 -2.41114087e+02  7.98666342e+02]
 [ 2.22521478e-01  1.36079882e-01  1.00000000e+00]]",5,"[[ 1.38909673e-03  4.96092683e-05 -4.80784297e-01]
 [-1.70528758e-04 -3.12814778e-03  2.51031290e+00]
 [-3.54679242e-04  2.89098810e-04  8.85827119e-01]]","[[ 8.06284428e+02  4.21826493e+01  3.18072496e+02]
 [ 1.70469021e+02 -2.44411907e+02  7.85152291e+02]
 [ 2.67196560e-01  9.66559949e-02  1.00000000e+00]]",6
577,25.298057741,"[[ 1.32726933e-03  7.45224322e-05 -4.63933566e-01]
 [-1.13370409e-04 -2.86752159e-03  2.32338566e+00]
 [-2.76661516e-04  3.70346988e-04  7.88696465e-01]]","[[ 8.22131038e+02  6.07216512e+01  3.04723529e+02]
 [ 1.45720327e+02 -2.41857554e+02  7.98194175e+02]
 [ 2.19964134e-01  1.34868819e-01  1.00000000e+00]]",4,"[[ 1.38466124e-03  4.97100034e-05 -4.79504141e-01]
 [-1.77414415e-04 -3.11506242e-03  2.50250718e+00]
 [-3.58579937e-04  2.93852275e-04  8.83322189e-01]]","[[ 8.10078240e+02  4.29350433e+01  3.18106598e+02]
 [ 1.72061106e+02 -2.44201331e+02  7.85239638e+02]
 [ 2.71607868e-01  9.86670128e-02  1.00000000e+00]]",6
578,25.333580741000002,"[[ 1.32571320e-03  7.58675655e-05 -4.64154580e-01]
 [-1.12834623e-04 -2.86337922e-03  2.31865681e+00]
 [-2.77063199e-04  3.72287429e-04  7.87357615e-01]]","[[ 8.23166694e+02  6.13957306e+01  3.04462620e+02]
 [ 1.46159537e+02 -2.41642272e+02  7.97764708e+02]
 [ 2.20555229e-01  1.35860600e-01  1.00000000e+00]]",4,"[[ 1.38306616e-03  5.12254719e-05 -4.79816505e-01]
 [-1.76777555e-04 -3.11027076e-03  2.49724454e+00]
 [-3.58734961e-04  2.96146082e-04  8.81598920e-01]]","[[ 8.11050680e+02  4.36224460e+01  3.17853823e+02]
 [ 1.72387967e+02 -2.43947568e+02  7.84836854e+02]
 [ 2.72119450e-01  9.96972783e-02  1.00000000e+00]]",6
579,25.369480741,"[[ 1.32276537e-03  7.62407921e-05 -4.62916661e-01]
 [-1.14465623e-04 -2.85853358e-03  2.31285228e+00]
 [-2.79720615e-04  3.71867057e-04  7.88690920e-01]]","[[ 8.25611852e+02  6.15712210e+01  3.04028278e+02]
 [ 1.47563415e+02 -2.42221256e+02  7.96930115e+02]
 [ 2.23239139e-01  1.36044225e-01  1.00000000e+00]]",5,"[[ 1.38351460e-03  5.10787575e-05 -4.79227371e-01]
 [-1.70264131e-04 -3.11746498e-03  2.49677850e+00]
 [-3.55158552e-04  2.89622554e-04  8.85809710e-01]]","[[ 8.09551933e+02  4.27568914e+01  3.17455266e+02]
 [ 1.70973239e+02 -2.45176662e+02  7.83562051e+02]
 [ 2.68682521e-01  9.73055111e-02  1.00000000e+00]]",6
580,25.415773741000002,"[[ 1.32361003e-03  7.55199187e-05 -4.62365302e-01]
 [-1.11148920e-04 -2.85915175e-03  2.31074538e+00]
 [-2.77415437e-04  3.69212339e-04  7.90268840e-01]]","[[ 8.24324066e+02  6.10147052e+01  3.03883166e+02]
 [ 1.46503639e+02 -2.43045167e+02  7.96379237e+02]
 [ 2.20923894e-01  1.34968874e-01  1.00000000e+00]]",4,"[[ 1.38065807e-03  5.14245211e-05 -4.78314114e-01]
 [-1.74988813e-04 -3.10337153e-03  2.48720697e+00]
 [-3.58599629e-04  2.94502988e-04  8.83005254e-01]]","[[ 8.12214681e+02  4.35655501e+01  3.17254291e+02]
 [ 1.72462078e+02 -2.45013914e+02  7.83564263e+02]
 [ 2.72330526e-01  9.94104162e-02  1.00000000e+00]]",6
581,25.454261741,"[[ 1.32278445e-03  7.47851968e-05 -4.61682468e-01]
 [-1.12713546e-04 -2.85505354e-03  2.30916991e+00]
 [-2.77326198e-04  3.69039655e-04  7.90249327e-01]]","[[ 8.24899618e+02  6.08987399e+01  3.03975145e+02]
 [ 1.46309328e+02 -2.43430561e+02  7.96800399e+02]
 [ 2.21160999e-01  1.35051486e-01  1.00000000e+00]]",4,"[[ 1.37993175e-03  5.06445640e-05 -4.77635639e-01]
 [-1.76624298e-04 -3.09931365e-03  2.48574338e+00]
 [-3.58423900e-04  2.94318696e-04  8.83019332e-01]]","[[ 8.12661419e+02  4.34165258e+01  3.17358526e+02]
 [ 1.72212988e+02 -2.45392653e+02  7.83944586e+02]
 [ 2.72464898e-01  9.94147728e-02  1.00000000e+00]]",6
582,25.497978741,"[[ 1.32446137e-03  7.26660897e-05 -4.61365409e-01]
 [-1.15889189e-04 -2.85638507e-03  2.31512805e+00]
 [-2.74346685e-04  3.66747999e-04  7.90831487e-01]]","[[ 8.23362459e+02  6.00493924e+01  3.04551511e+02]
 [ 1.43982733e+02 -2.43950347e+02  7.98153531e+02]
 [ 2.18860004e-01  1.33963626e-01  1.00000000e+00]]",4,"[[ 1.38173310e-03  4.81496312e-05 -4.77117596e-01]
 [-1.80186044e-04 -3.10196244e-03  2.49292832e+00]
 [-3.55819719e-04  2.91220369e-04  8.84465759e-01]]","[[ 8.11138620e+02  4.24399659e+01  3.17941891e+02]
 [ 1.70118122e+02 -2.46019949e+02  7.85193140e+02]
 [ 2.70306964e-01  9.80784118e-02  1.00000000e+00]]",6
583,25.537784741000003,"[[ 1.32400597e-03  7.31123162e-05 -4.61720877e-01]
 [-1.14373281e-04 -2.85675911e-03  2.31784650e+00]
 [-2.74655269e-04  3.65583594e-04  7.91500153e-01]]","[[ 8.23658880e+02  6.00598159e+01  3.04600152e+02]
 [ 1.44695735e+02 -2.44074158e+02  7.99160269e+02]
 [ 2.18981467e-01  1.33575783e-01  1.00000000e+00]]",4,"[[ 1.38152061e-03  4.82964401e-05 -4.77344079e-01]
 [-1.78424162e-04 -3.10422421e-03  2.49697464e+00]
 [-3.56301498e-04  2.88975890e-04  8.86154225e-01]]","[[ 8.11318144e+02  4.22294104e+01  3.18039612e+02]
 [ 1.70928977e+02 -2.46303399e+02  7.86099367e+02]
 [ 2.70471561e-01  9.72992554e-02  1.00000000e+00]]",6
584,25.574575741,"[[ 1.32393098e-03  7.42666192e-05 -4.63704160e-01]
 [-1.08401394e-04 -2.85796379e-03  2.31467435e+00]
 [-2.75464597e-04  3.66916576e-04  7.91229274e-01]]","[[ 8.23847269e+02  6.06252871e+01  3.05465959e+02]
 [ 1.46155954e+02 -2.43610402e+02  7.98317118e+02]
 [ 2.19043606e-01  1.34075948e-01  1.00000000e+00]]",4,"[[ 1.38045110e-03  4.97511884e-05 -4.79125788e-01]
 [-1.72837979e-04 -3.10407700e-03  2.49301038e+00]
 [-3.58026032e-04  2.90431413e-04  8.86027101e-01]]","[[ 8.12440937e+02  4.28474644e+01  3.18773805e+02]
 [ 1.72906815e+02 -2.45900943e+02  7.85391007e+02]
 [ 2.71614078e-01  9.79178468e-02  1.00000000e+00]]",6
585,25.619507741000003,"[[ 1.32563914e-03  7.53227575e-05 -4.67744071e-01]
 [-1.05096553e-04 -2.85586150e-03  2.31329631e+00]
 [-2.74034762e-04  3.67300116e-04  7.90891823e-01]]","[[ 8.22766729e+02  6.12438220e+01  3.07461963e+02]
 [ 1.45795247e+02 -2.43588443e+02  7.98702289e+02]
 [ 2.17369896e-01  1.34345806e-01  1.00000000e+00]]",4,"[[ 1.38090541e-03  5.08730605e-05 -4.82678477e-01]
 [-1.70630479e-04 -3.10133779e-03  2.49184996e+00]
 [-3.58263065e-04  2.90065318e-04  8.86910280e-01]]","[[ 8.12688121e+02  4.33152241e+01  3.20587135e+02]
 [ 1.73469455e+02 -2.46097291e+02  7.85837658e+02]
 [ 2.71547946e-01  9.79834554e-02  1.00000000e+00]]",6
586,25.657644741000002,"[[ 1.32595441e-03  7.73391761e-05 -4.69963411e-01]
 [-1.09400348e-04 -2.85423710e-03  2.31994141e+00]
 [-2.73491013e-04  3.69833922e-04  7.87915508e-01]]","[[ 8.22771701e+02  6.21655805e+01  3.07713312e+02]
 [ 1.45197671e+02 -2.42631985e+02  8.01011752e+02]
 [ 2.17436565e-01  1.35465370e-01  1.00000000e+00]]",4,"[[ 1.38165703e-03  5.22223964e-05 -4.84566615e-01]
 [-1.75091059e-04 -3.10328981e-03  2.50137044e+00]
 [-3.58372089e-04  2.90555660e-04  8.86075548e-01]]","[[ 8.12552356e+02  4.37220700e+01  3.20932737e+02]
 [ 1.73254825e+02 -2.45550521e+02  7.87930918e+02]
 [ 2.71823228e-01  9.82025330e-02  1.00000000e+00]]",6
587,25.701758741000003,"[[ 1.32455792e-03  7.68029198e-05 -4.65942172e-01]
 [-1.19843959e-04 -2.85110175e-03  2.32649797e+00]
 [-2.73107740e-04  3.72286171e-04  7.84343381e-01]]","[[ 8.23510492e+02  6.20357017e+01  3.05200935e+02]
 [ 1.43708673e+02 -2.41995361e+02  8.03170731e+02]
 [ 2.18534817e-01  1.36463135e-01  1.00000000e+00]]",4,"[[ 1.38275068e-03  5.08286371e-05 -4.80948028e-01]
 [-1.84139946e-04 -3.10463298e-03  2.51053515e+00]
 [-3.55942635e-04  2.92226030e-04  8.82690180e-01]]","[[ 8.11022046e+02  4.32842953e+01  3.18789894e+02]
 [ 1.70667768e+02 -2.44970810e+02  7.89733670e+02]
 [ 2.70540859e-01  9.85550485e-02  1.00000000e+00]]",6
588,25.730902741,"[[ 1.52779279e-03  5.55236526e-05 -5.07883886e-01]
 [-1.39603433e-04 -3.05547168e-03  2.50373344e+00]
 [ 8.56347641e-05 -8.44755958e-04  1.65455399e+00]]","[[ 6.30935985e+02 -7.23484622e+01  3.03153290e+02]
 [-9.55691151e+01 -5.51738314e+02  8.05575195e+02]
 [-8.14495234e-02 -2.77953266e-01  1.00000000e+00]]",1,"[[ 1.60061841e-03  2.76072357e-05 -5.29302724e-01]
 [-2.30428162e-04 -3.30206280e-03  2.68798695e+00]
 [ 8.66074674e-05 -1.06128450e-03  1.81298430e+00]]","[[ 5.93650386e+02 -9.69295563e+01  3.17027649e+02]
 [-1.23236355e+02 -5.58391401e+02  7.91909485e+02]
 [-1.00499155e-01 -3.22240691e-01  1.00000000e+00]]",6
593,25.933841741000002,"[[ 1.28889350e-03  2.12638280e-04 -4.77816864e-01]
 [ 1.34210600e-04 -2.82434377e-03  2.19414375e+00]
 [-3.25538178e-04  3.73999422e-04  7.83520501e-01]]","[[ 8.26844195e+02  9.41201801e+01  2.40666193e+02]
 [ 2.23351122e+02 -2.32861692e+02  7.88304782e+02]
 [ 2.36925724e-01  1.50257523e-01  1.00000000e+00]]",4,"[[ 1.38715233e-03  1.87588917e-04 -5.07916879e-01]
 [ 1.28378707e-04 -3.13293488e-03  2.38791769e+00]
 [-3.69346381e-04  2.86677554e-04  8.75054837e-01]]","[[ 7.84004348e+02  7.08840245e+01  2.61633689e+02]
 [ 2.27533350e+02 -2.34840070e+02  7.72919315e+02]
 [ 2.56373035e-01  1.06855172e-01  1.00000000e+00]]",6
596,26.060053741,"[[ 1.11422433e-04  4.59248963e-05  2.17972803e-02]
 [-2.86851099e-06 -8.01687765e-04  6.60493357e-01]
 [-6.79826950e-04  3.48642308e-05  6.06825234e-01]]","[[ 5.71238471e+03  3.03925823e+02 -5.35995241e+02]
 [ 5.01467776e+03 -9.24188593e+02  8.25796393e+02]
 [ 6.11147986e+00  3.93586286e-01  1.00000000e+00]]",1,"[[ 1.47146574e-04  3.87797333e-05  2.29841917e-02]
 [ 2.41461232e-05 -9.93261171e-04  7.83040115e-01]
 [-7.79833359e-04  6.08259559e-06  7.13232559e-01]]","[[ 4.84861335e+03  1.87088931e+02 -3.61648656e+02]
 [ 4.26852136e+03 -8.35355443e+02  7.79561030e+02]
 [ 5.26496820e+00  2.11683155e-01  1.00000000e+00]]",6
597,26.101097741,"[[ 1.31886545e-03  2.44434622e-04 -4.99687833e-01]
 [ 1.58860121e-04 -2.92275883e-03  2.32527443e+00]
 [-2.95287746e-04  3.11030649e-04  8.16334537e-01]]","[[ 7.98545120e+02  9.11656603e+01  2.29119427e+02]
 [ 2.09656142e+02 -2.38620837e+02  8.08028479e+02]
 [ 2.08972051e-01  1.23893442e-01  1.00000000e+00]]",2,"[[ 1.43199903e-03  2.19396228e-04 -5.35611497e-01]
 [ 1.73945287e-04 -3.27649192e-03  2.54346729e+00]
 [-3.38336703e-04  2.52141137e-04  8.86493767e-01]]","[[ 7.49646995e+02  6.96694247e+01  2.53039170e+02]
 [ 2.14530468e+02 -2.30067454e+02  7.89711166e+02]
 [ 2.25090287e-01  9.20268092e-02  1.00000000e+00]]",6
598,26.139125741,"[[ 1.49014663e-03  2.36118776e-04 -5.88582677e-01]
 [ 1.04774782e-04 -2.90403134e-03  2.35207412e+00]
 [-3.18867305e-04  4.01509197e-04  7.55504753e-01]]","[[ 7.21108679e+02  9.52881074e+01  2.65130543e+02]
 [ 1.90515773e+02 -2.15555160e+02  8.19499803e+02]
 [ 2.03101496e-01  1.54772873e-01  1.00000000e+00]]",2,"[[ 1.63005877e-03  2.03311675e-04 -6.28682252e-01]
 [ 1.16521650e-04 -3.30629524e-03  2.61180624e+00]
 [-3.39970293e-04  2.95158612e-04  8.61061942e-01]]","[[ 6.68340050e+02  6.66202137e+01  2.85896318e+02]
 [ 1.82568313e+02 -2.19807175e+02  8.00025150e+02]
 [ 2.01296962e-01  1.01649916e-01  1.00000000e+00]]",6
599,26.182978741000003,"[[ 1.31475808e-03  2.57294510e-04 -5.08303537e-01]
 [ 1.25705848e-04 -2.83751611e-03  2.29383684e+00]
 [-3.11049440e-04  4.60128139e-04  6.93855239e-01]]","[[ 8.03691685e+02  1.09596314e+02  2.26449633e+02]
 [ 2.12787753e+02 -2.00410875e+02  8.18428087e+02]
 [ 2.19178594e-01  1.82033006e-01  1.00000000e+00]]",3,"[[ 1.43662987e-03  2.29180774e-04 -5.44365914e-01]
 [ 1.42461486e-04 -3.21004433e-03  2.52773731e+00]
 [-3.51556785e-04  3.66357470e-04  7.95847084e-01]]","[[ 7.49470018e+02  8.22138491e+01  2.51519320e+02]
 [ 2.15753039e+02 -2.04974525e+02  7.98608637e+02]
 [ 2.31751220e-01  1.30674331e-01  1.00000000e+00]]",6
600,26.221533741000002,"[[ 1.30793175e-03  2.30767560e-04 -4.84167447e-01]
 [ 1.10442967e-04 -2.85929334e-03  2.32437042e+00]
 [-3.28830468e-04  4.17969751e-04  7.30646306e-01]]","[[ 8.12867913e+02  9.85265486e+01  2.25214288e+02]
 [ 2.24425784e+02 -2.11520374e+02  8.21616906e+02]
 [ 2.37450796e-01  1.65343543e-01  1.00000000e+00]]",5,"[[ 1.45315375e-03  1.93441961e-04 -5.19707629e-01]
 [ 1.43943703e-04 -3.28423359e-03  2.59324220e+00]
 [-3.31434704e-04  2.98386027e-04  8.44321735e-01]]","[[ 7.38851046e+02  6.63287756e+01  2.51065366e+02]
 [ 2.04365740e+02 -2.19709418e+02  8.00607330e+02]
 [ 2.17809147e-01  1.03683081e-01  1.00000000e+00]]",6
601,26.264230741000002,"[[ 1.31025523e-03  2.27011517e-04 -4.81202249e-01]
 [ 1.04338518e-04 -2.85817973e-03  2.33150249e+00]
 [-3.20466595e-04  4.26275177e-04  7.20728043e-01]]","[[ 8.10329247e+02  9.78440553e+01  2.24507148e+02]
 [ 2.18214083e+02 -2.09659276e+02  8.23925523e+02]
 [ 2.31244238e-01  1.67508809e-01  1.00000000e+00]]",4,"[[ 1.43768933e-03  1.87529249e-04 -5.10566765e-01]
 [ 1.25534077e-04 -3.25666659e-03  2.58424876e+00]
 [-3.58668718e-04  3.14235502e-04  8.37411661e-01]]","[[ 7.52129625e+02  6.74677611e+01  2.50365407e+02]
 [ 2.19315147e+02 -2.16935138e+02  8.03176525e+02]
 [ 2.39844717e-01  1.10300945e-01  1.00000000e+00]]",6
602,26.300927741000002,"[[ 1.30980845e-03  2.22852928e-04 -4.77591059e-01]
 [ 9.25294859e-05 -2.85993417e-03  2.34022799e+00]
 [-3.22297716e-04  4.27563065e-04  7.19281742e-01]]","[[ 8.11794329e+02  9.67704705e+01  2.24169112e+02]
 [ 2.17917450e+02 -2.09259714e+02  8.25533073e+02]
 [ 2.34214210e-01  1.67751549e-01  1.00000000e+00]]",4,"[[ 1.43841273e-03  1.82673587e-04 -5.06847465e-01]
 [ 1.13619446e-04 -3.26087804e-03  2.59508913e+00]
 [-3.60366754e-04  3.15592982e-04  8.36252685e-01]]","[[ 7.52648371e+02  6.63771176e+01  2.50191582e+02]
 [ 2.18668035e+02 -2.16551209e+02  8.04542742e+02]
 [ 2.41816088e-01  1.10328074e-01  1.00000000e+00]]",6
603,26.332685741000002,"[[ 1.31091268e-03  2.20392385e-04 -4.74813498e-01]
 [ 8.69027565e-05 -2.86728074e-03  2.34885374e+00]
 [-3.20315685e-04  4.20528348e-04  7.24198908e-01]]","[[ 8.11094836e+02  9.51003888e+01  2.23339016e+02]
 [ 2.15809837e+02 -2.11035169e+02  8.25961158e+02]
 [ 2.33433441e-01  1.64607286e-01  1.00000000e+00]]",4,"[[ 1.44088081e-03  1.79805575e-04 -5.04263424e-01]
 [ 1.08553870e-04 -3.27024130e-03  2.60496768e+00]
 [-3.57184504e-04  3.07851313e-04  8.41354907e-01]]","[[ 7.50996795e+02  6.47818758e+01  2.49532653e+02]
 [ 2.15951891e+02 -2.18147926e+02  8.04850523e+02]
 [ 2.39807652e-01  1.07322376e-01  1.00000000e+00]]",6
604,26.372891741,"[[ 1.31325681e-03  2.40841601e-04 -4.90907375e-01]
 [ 7.99324822e-05 -2.83742785e-03  2.32459798e+00]
 [-3.13293135e-04  4.66117841e-04  6.84887277e-01]]","[[ 8.08126189e+02  1.05130869e+02  2.22413391e+02]
 [ 2.09056367e+02 -1.99073685e+02  8.25527962e+02]
 [ 2.27388491e-01  1.83575575e-01  1.00000000e+00]]",3,"[[ 1.44290848e-03  2.08270964e-04 -5.26321518e-01]
 [ 9.89772612e-05 -3.22524456e-03  2.56997449e+00]
 [-3.50778335e-04  3.70132302e-04  7.89462978e-01]]","[[ 7.48220425e+02  7.68515530e+01  2.48647479e+02]
 [ 2.09575861e+02 -2.04199790e+02  8.04461456e+02]
 [ 2.34195553e-01  1.29884239e-01  1.00000000e+00]]",6
605,26.411944741000003,"[[ 1.31059353e-03  2.41488806e-04 -4.90847586e-01]
 [ 8.22700669e-05 -2.83093705e-03  2.31279267e+00]
 [-3.16980991e-04  4.70488134e-04  6.83200744e-01]]","[[ 8.10235650e+02  1.06143519e+02  2.22795804e+02]
 [ 2.11609222e+02 -1.98336254e+02  8.23445402e+02]
 [ 2.30195404e-01  1.85831665e-01  1.00000000e+00]]",3,"[[ 1.43905240e-03  2.08465017e-04 -5.25419676e-01]
 [ 1.00375487e-04 -3.21619653e-03  2.55657791e+00]
 [-3.54698339e-04  3.73948501e-04  7.88103809e-01]]","[[ 7.50822748e+02  7.75987190e+01  2.48837617e+02]
 [ 2.12062336e+02 -2.03853818e+02  8.02673307e+02]
 [ 2.37297659e-01  1.31651396e-01  1.00000000e+00]]",6
606,26.458429741000003,"[[ 1.31084181e-03  2.17358388e-04 -4.73110878e-01]
 [ 9.23778765e-05 -2.86870028e-03  2.33278114e+00]
 [-3.20364139e-04  4.25535362e-04  7.22923950e-01]]","[[ 8.11146674e+02  9.48180959e+01  2.24881815e+02]
 [ 2.15348092e+02 -2.10573469e+02  8.20425634e+02]
 [ 2.32699550e-01  1.65968737e-01  1.00000000e+00]]",4,"[[ 1.43755077e-03  1.78539397e-04 -5.02859731e-01]
 [ 1.10791469e-04 -3.25899011e-03  2.57996569e+00]
 [-3.57740684e-04  3.17646004e-04  8.35420142e-01]]","[[ 7.52887186e+02  6.56543197e+01  2.50425798e+02]
 [ 2.15849370e+02 -2.17028897e+02  8.00159143e+02]
 [ 2.40327802e-01  1.10633654e-01  1.00000000e+00]]",6
607,26.498138741,"[[ 1.30943064e-03  2.18571925e-04 -4.75648616e-01]
 [ 9.80120334e-05 -2.86744740e-03  2.32522156e+00]
 [-3.24503698e-04  4.23170863e-04  7.27103959e-01]]","[[ 8.12706458e+02  9.53896199e+01  2.26598548e+02]
 [ 2.18690669e+02 -2.11258366e+02  8.18648301e+02]
 [ 2.35430889e-01  1.65523331e-01  1.00000000e+00]]",4,"[[ 1.43350171e-03  1.80668213e-04 -5.05171405e-01]
 [ 1.14824425e-04 -3.25269960e-03  2.56914284e+00]
 [-3.63324056e-04  3.15993337e-04  8.39066786e-01]]","[[ 7.56072933e+02  6.64511135e+01  2.51736843e+02]
 [ 2.19873542e+02 -2.17628635e+02  7.98736033e+02]
 [ 2.44582331e-01  1.10733124e-01  1.00000000e+00]]",6
608,26.538890741000003,"[[ 1.31529268e-03  2.41909930e-04 -4.98685342e-01]
 [ 1.03699094e-04 -2.84371029e-03  2.30103845e+00]
 [-3.14877923e-04  4.65062444e-04  6.91846368e-01]]","[[ 8.06697689e+02  1.06040429e+02  2.28786645e+02]
 [ 2.11475712e+02 -1.99967075e+02  8.17510639e+02]
 [ 2.24994866e-01  1.82680682e-01  1.00000000e+00]]",3,"[[ 1.43543700e-03  2.12376080e-04 -5.33228261e-01]
 [ 1.16464633e-04 -3.21078048e-03  2.53252953e+00]
 [-3.57188342e-04  3.72749665e-04  7.93081497e-01]]","[[ 7.53281367e+02  7.92454265e+01  2.53415987e+02]
 [ 2.15157626e+02 -2.04582634e+02  7.97950388e+02]
 [ 2.38138691e-01  1.31844774e-01  1.00000000e+00]]",6
609,26.582374741000002,"[[ 1.34049996e-03  1.91092661e-04 -4.76631121e-01]
 [ 1.07905182e-04 -2.92579512e-03  2.36552827e+00]
 [-3.33604749e-04  3.63599748e-04  7.82569351e-01]]","[[ 7.98890231e+02  8.18856273e+01  2.39049970e+02]
 [ 2.21575633e+02 -2.25743650e+02  8.17324147e+02]
 [ 2.37613101e-01  1.39793065e-01  1.00000000e+00]]",3,"[[ 1.46011815e-03  1.52490798e-04 -5.04688318e-01]
 [ 1.20883553e-04 -3.30557689e-03  2.60658751e+00]
 [-3.75999115e-04  2.52382949e-04  8.97186791e-01]]","[[ 7.47905730e+02  5.45282324e+01  2.62293960e+02]
 [ 2.24672294e+02 -2.31216535e+02  7.98134370e+02]
 [ 2.50236004e-01  8.78943816e-02  1.00000000e+00]]",6
610,26.619652741000003,"[[ 1.32196756e-03  2.44639861e-04 -5.07264950e-01]
 [ 1.18700390e-04 -2.86165445e-03  2.30691089e+00]
 [-3.10785731e-04  4.56370020e-04  7.00028548e-01]]","[[ 8.01679466e+02  1.05653143e+02  2.32749806e+02]
 [ 2.09873421e+02 -2.01404409e+02  8.15800238e+02]
 [ 2.19091924e-01  1.78207623e-01  1.00000000e+00]]",3,"[[ 1.43829297e-03  2.15547927e-04 -5.40863853e-01]
 [ 1.29448740e-04 -3.22603910e-03  2.53705246e+00]
 [-3.55252605e-04  3.61851513e-04  8.02876701e-01]]","[[ 7.51548683e+02  7.90015775e+01  2.56645098e+02]
 [ 2.15349011e+02 -2.06223424e+02  7.96727740e+02]
 [ 2.35484803e-01  1.27899806e-01  1.00000000e+00]]",6
611,26.664390741000002,"[[ 1.31607872e-03  2.28272549e-04 -4.92203920e-01]
 [ 1.26185164e-04 -2.88041679e-03  2.31403521e+00]
 [-3.24785206e-04  4.17723624e-04  7.35788440e-01]]","[[ 8.07926535e+02  9.78007264e+01  2.32879825e+02]
 [ 2.21069420e+02 -2.11666742e+02  8.13570176e+02]
 [ 2.31121689e-01  1.63338293e-01  1.00000000e+00]]",4,"[[ 1.43254628e-03  1.92573976e-04 -5.20759298e-01]
 [ 1.38867274e-04 -3.25479278e-03  2.55106581e+00]
 [-3.67806935e-04  3.09930219e-04  8.48096895e-01]]","[[ 7.57249226e+02  6.92458685e+01  2.56685066e+02]
 [ 2.25204997e+02 -2.18237465e+02  7.94739064e+02]
 [ 2.46108297e-01  1.09784031e-01  1.00000000e+00]]",6
612,26.703038741,"[[ 1.31652110e-03  2.28568399e-04 -4.92579897e-01]
 [ 1.30511998e-04 -2.88578145e-03  2.31188159e+00]
 [-3.25604559e-04  4.12706791e-04  7.40957306e-01]]","[[ 8.07613328e+02  9.73226029e+01  2.33233082e+02]
 [ 2.21848493e+02 -2.12874054e+02  8.11676610e+02]
 [ 2.31328040e-01  1.61336220e-01  1.00000000e+00]]",4,"[[ 1.43213051e-03  1.93451733e-04 -5.21285089e-01]
 [ 1.42767433e-04 -3.25713772e-03  2.54657784e+00]
 [-3.68511455e-04  3.05539968e-04  8.52331041e-01]]","[[ 7.57468082e+02  6.90835563e+01  2.56860483e+02]
 [ 2.25931025e+02 -2.19201128e+02  7.93104060e+02]
 [ 2.46505990e-01  1.08447050e-01  1.00000000e+00]]",6
613,26.742939741,"[[ 1.31958773e-03  2.30804048e-04 -4.97079020e-01]
 [ 1.42180653e-04 -2.89206760e-03  2.30306694e+00]
 [-3.23709240e-04  4.17544807e-04  7.38856822e-01]]","[[ 8.04971298e+02  9.82252276e+01  2.35383994e+02]
 [ 2.20977249e+02 -2.11495196e+02  8.07911263e+02]
 [ 2.27796157e-01  1.62555357e-01  1.00000000e+00]]",4,"[[ 1.43221193e-03  1.96864192e-04 -5.25643326e-01]
 [ 1.52386528e-04 -3.25627687e-03  2.53287616e+00]
 [-3.67751657e-04  3.12326215e-04  8.48321194e-01]]","[[ 7.57072019e+02  7.05579408e+01  2.58434341e+02]
 [ 2.25993798e+02 -2.17669282e+02  7.89938376e+02]
 [ 2.44990581e-01  1.10726484e-01  1.00000000e+00]]",6
614,26.783500741,"[[ 1.32711430e-03  2.54694031e-04 -5.22456056e-01]
 [ 1.59084547e-04 -2.88162128e-03  2.27367219e+00]
 [-3.17379678e-04  4.52201510e-04  7.13297031e-01]]","[[ 7.97879027e+02  1.08138165e+02  2.39712186e+02]
 [ 2.16078662e+02 -2.02033249e+02  8.02259032e+02]
 [ 2.18029075e-01  1.76196719e-01  1.00000000e+00]]",3,"[[ 1.43054390e-03  2.32644936e-04 -5.56949286e-01]
 [ 1.62236518e-04 -3.21102250e-03  2.47926861e+00]
 [-3.69670613e-04  3.68036850e-04  8.07679683e-01]]","[[ 7.57017700e+02  8.48324462e+01  2.61611194e+02]
 [ 2.26191071e+02 -2.05027372e+02  7.85329750e+02]
 [ 2.43414006e-01  1.32252541e-01  1.00000000e+00]]",6
615,26.825089741000003,"[[ 1.56565780e-03  2.33567258e-04 -5.75424234e-01]
 [ 2.00382985e-04 -3.21389584e-03  2.51611971e+00]
 [ 1.26792020e-04 -1.79136989e-03  2.39868983e+00]]","[[ 6.30448911e+02 -9.26507920e+01  2.48425644e+02]
 [ 3.18258359e+01 -7.53837355e+02  7.98376831e+02]
 [-9.55690339e-03 -5.58077224e-01  1.00000000e+00]]",1,"[[ 1.68954753e-03  1.99084229e-04 -6.10197550e-01]
 [ 1.83947668e-04 -3.55851993e-03  2.73475923e+00]
 [ 2.52402914e-04 -2.17005711e-03  2.62999466e+00]]","[[ 5.66102806e+02 -1.32349980e+02  2.68966278e+02]
 [-3.41350471e+01 -7.60057085e+02  7.82413757e+02]
 [-8.24948440e-02 -6.14435376e-01  1.00000000e+00]]",6
