gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
2.3393997410000003,4,1.0,0.5778758666094612,0.3086763735170718,,,,,,,,,,,,,,,,
2.343407741,4,1.0,0.5793823354384479,0.3081578572591146,,,,,,,,,,,,,,,,
2.351378741,4,1.0,0.5795788484461167,0.3084301418728299,,,,,,,,,,,,,,,,
2.355662741,4,1.0,0.5799511741189396,0.30785369873046875,,,,,,,,,,,,,,,,
2.359547741,4,1.0,0.5803856569177964,0.30735993561921293,,,,,,,,,,,,,,,,
2.363404741,4,1.0,0.5809831619262695,0.3074337994610822,,,,,,,,,,,,,,,,
2.3729817410000003,4,1.0,0.5810329212861902,0.30753139919704864,,,,,,,,,,,,,,,,
2.375452741,4,1.0,0.5810287138995003,0.3072934186017072,,,,,,,,,,,,,,,,
2.379368741,5,1.0,0.5809143851785099,0.30733964708116324,,,,,,,,,,,,,,,,
2.3837017410000003,5,1.0,0.5807390213012695,0.3071905630606192,,,,,,,,,,,,,,,,
2.391420741,5,1.0,0.5829712923835305,0.30661174632884836,,,,,,,,,,,,,,,,
2.395395741,5,1.0,0.5824991674984202,0.30677755850332755,,,,,,,,,,,,,,,,
2.399697741,5,1.0,0.5824376835542566,0.30607333713107643,,,,,,,,,,,,,,,,
2.403414741,5,1.0,0.5824318493113798,0.30509264910662615,,,,,,,,,,,,,,,,
2.411388741,5,1.0,0.5839296789730296,0.305404210973669,,,,,,,,,,,,,,,,
2.415509741,5,1.0,0.5832294015323415,0.30422606291594334,,,,,,,,,,,,,,,,
2.419369741,6,1.0,0.5826256695915671,0.30438396312572336,,,,,,,,,,,,,,,,
2.423560741,6,1.0,0.5825566123513615,0.30464291042751734,,,,,,,,,,,,,,,,
2.4314087410000003,6,1.0,0.5818561666152057,0.30534922281901045,,,,,,,,,,,,,,,,
2.439410741,6,1.0,0.5817854264203239,0.30533351191767943,,,,,,,,,,,,,,,,
2.4433807410000004,6,1.0,0.5807519239537856,0.3049069439923322,,,,,,,,,,,,,,,,
2.451398741,6,1.0,0.578501869650448,0.3051085860640914,,,,,,,,,,,,,,,,
2.4554147410000002,6,1.0,0.5780722674201516,0.3054142704716435,,,,,,,,,,,,,,,,
2.459394741,6,1.0,0.5771304859834558,0.3056477299442998,,,,,,,,,,,,,,,,
2.4634497410000002,7,1.0,0.5767544578103458,0.30633612738715277,,,,,,,,,,,,,,,,
2.473097741,7,1.0,0.5727587868185604,0.3065070258246527,,,,,,,,,,,,,,,,
2.475412741,7,1.0,0.5718447741340188,0.3067545572916667,,,,,,,,,,,,,,,,
2.479451741,7,1.0,0.5702096714692957,0.3073469373914931,,,,,,,,,,,,,,,,
2.4835767410000003,7,1.0,0.5683888828053194,0.3073051170066551,,,,,,,,,,,,,,,,
2.491420741,7,1.0,0.5684397080365349,0.30787743462456596,,,,,,,,,,,,,,,,
